invoice_no,customer_id,invoice_date,country,customer_segment,category,quantity,unit_price,total_price
INV311693,C03203,2024-06-16,Malaysia,Regular,Sports,1,230000.0,230000.0
INV163961,C00521,2023-06-15,Indonesia,Premium,Electronics,2,1042600.0,2085200.0
INV590407,C03926,2023-01-10,Indonesia,Premium,Fashion,1,1314500.0,1314500.0
INV680434,C02698,2023-07-28,Thailand,Regular,Fashion,4,272100.0,1088300.0
INV511900,C00295,2024-12-02,Philippines,Premium,Electronics,1,2150300.0,2150300.0
INV403946,C00437,2023-12-03,Malaysia,Regular,Fashion,2,35200.0,70400.0
INV566531,C01765,2023-08-27,Philippines,Regular,Home & Living,1,532200.0,532200.0
INV238611,C01493,2023-03-04,Australia,Budget,Electronics,1,88400.0,88400.0
INV713535,C03379,2024-09-01,Thailand,Budget,Fashion,1,29900.0,29900.0
INV650541,C03272,2023-07-03,Indonesia,Premium,Fashion,2,623600.0,1247100.0
INV243021,C01646,2024-10-25,Vietnam,Budget,Sports,1,79000.0,79000.0
INV374912,C00797,2023-05-17,Malaysia,Regular,Fashion,1,71500.0,71500.0
INV566677,C00700,2024-08-08,Indonesia,Regular,Electronics,1,316100.0,316100.0
INV917338,C00696,2024-09-17,Indonesia,Budget,Beauty,2,62300.0,124700.0
INV955490,C00102,2023-11-14,Indonesia,Budget,Electronics,1,64000.0,64000.0
INV618455,C03407,2024-07-01,Malaysia,Regular,Beauty,1,234800.0,234800.0
INV774865,C03189,2024-04-30,Indonesia,Premium,Food & Beverage,7,1485100.0,10395900.0
INV500108,C01094,2024-11-28,Indonesia,Regular,Home & Living,1,168600.0,168600.0
INV201352,C00873,2023-02-14,Indonesia,Regular,Food & Beverage,1,79000.0,79000.0
INV206807,C00869,2023-08-16,Singapore,Regular,Electronics,9,320000.0,2879600.0
INV848304,C01650,2023-01-23,Indonesia,Regular,Home & Living,1,288700.0,288700.0
INV659138,C01466,2024-10-01,Malaysia,Regular,Food & Beverage,1,109400.0,109400.0
INV238027,C00863,2024-03-14,Singapore,Premium,Electronics,3,1183800.0,3551300.0
INV183190,C01283,2023-04-12,Indonesia,Budget,Home & Living,4,39300.0,157200.0
INV429285,C01658,2023-05-07,Singapore,Regular,Sports,5,195400.0,976800.0
INV211378,C00278,2024-05-19,Thailand,Premium,Home & Living,1,2032200.0,2032200.0
INV909549,C02959,2023-05-23,Philippines,Budget,Food & Beverage,1,79300.0,79300.0
INV451906,C01310,2024-02-04,Thailand,Regular,Home & Living,4,95400.0,381400.0
INV289110,C00877,2023-05-18,Vietnam,Regular,Beauty,2,474700.0,949300.0
INV222619,C01509,2024-04-11,Philippines,Regular,Home & Living,1,348900.0,348900.0
INV109784,C03215,2024-12-09,Philippines,Regular,Toys,1,310900.0,310900.0
INV655865,C00693,2024-02-17,Malaysia,Regular,Electronics,2,78900.0,157900.0
INV529078,C02726,2023-09-24,Malaysia,Regular,Electronics,1,323200.0,323200.0
INV474697,C01422,2024-03-22,Indonesia,Budget,Electronics,4,59600.0,238600.0
INV483963,C01315,2024-03-03,Indonesia,Regular,Fashion,1,183600.0,183600.0
INV362336,C02007,2024-07-08,Indonesia,Regular,Beauty,1,336600.0,336600.0
INV397231,C02387,2023-02-03,Indonesia,Premium,Electronics,1,644500.0,644500.0
INV767247,C01504,2023-07-08,Japan,Regular,Beauty,3,176000.0,528100.0
INV187949,C00081,2024-08-16,Malaysia,Budget,Food & Beverage,1,79000.0,79000.0
INV165186,C02967,2024-10-22,Philippines,Premium,Sports,1,397400.0,397400.0
INV965649,C01171,2023-08-09,Indonesia,Regular,Food & Beverage,1,495400.0,495400.0
INV379999,C02798,2024-03-29,Indonesia,Regular,Food & Beverage,2,223000.0,446000.0
INV302973,C03304,2024-04-07,Indonesia,Budget,Home & Living,4,31800.0,127100.0
INV535169,C03697,2024-01-07,Malaysia,Budget,Electronics,5,63800.0,318900.0
INV177255,C00652,2024-05-22,Indonesia,Regular,Home & Living,1,65200.0,65200.0
INV963408,C00551,2023-06-13,Japan,Premium,Beauty,2,1239100.0,2478100.0
INV413940,C00641,2023-03-24,Philippines,Budget,Food & Beverage,1,27900.0,27900.0
INV679105,C00870,2024-09-14,Australia,Regular,Electronics,3,307200.0,921700.0
INV553600,C00720,2024-04-01,Malaysia,Regular,Fashion,1,387200.0,387200.0
INV415439,C02352,2024-10-17,Indonesia,Regular,Fashion,1,191400.0,191400.0
INV597230,C00992,2023-06-30,Indonesia,Budget,Home & Living,2,69200.0,138400.0
INV242791,C02589,2024-11-16,Indonesia,Budget,Fashion,1,59400.0,59400.0
INV811406,C01585,2023-05-05,Indonesia,Premium,Electronics,1,355000.0,355000.0
INV829261,C03345,2023-02-03,Vietnam,Budget,Fashion,1,59000.0,59000.0
INV187050,C00374,2024-09-28,Indonesia,Premium,Electronics,5,1353800.0,6769000.0
INV710957,C01361,2023-09-11,Malaysia,Regular,Home & Living,1,137800.0,137800.0
INV353483,C01057,2024-06-22,Singapore,Budget,Fashion,1,50900.0,50900.0
INV835329,C00479,2024-08-28,Japan,Regular,Beauty,4,315400.0,1261700.0
INV277021,C01961,2023-02-18,Singapore,Regular,Electronics,2,98600.0,197100.0
INV267592,C01693,2024-05-28,Vietnam,Regular,Food & Beverage,1,142500.0,142500.0
INV573113,C02316,2024-08-13,Malaysia,Regular,Fashion,4,396700.0,1586600.0
INV609334,C01746,2024-03-19,Indonesia,Regular,Fashion,1,494700.0,494700.0
INV287389,C02508,2023-06-30,Singapore,Regular,Food & Beverage,1,77900.0,77900.0
INV619392,C03375,2023-01-17,Australia,Premium,Home & Living,1,549800.0,549800.0
INV907521,C03807,2023-03-28,Indonesia,Premium,Electronics,4,518500.0,2074000.0
INV325820,C01827,2023-03-20,Indonesia,Budget,Fashion,1,88500.0,88500.0
INV129058,C01515,2024-01-10,Malaysia,Regular,Food & Beverage,1,286100.0,286100.0
INV338560,C03906,2024-12-29,Malaysia,Budget,Books,10,99100.0,990500.0
INV644580,C00547,2023-07-31,Singapore,Budget,Fashion,9,87400.0,786600.0
INV401334,C00609,2024-08-27,Japan,Regular,Sports,7,300300.0,2102300.0
INV402010,C00754,2024-09-14,Indonesia,Regular,Food & Beverage,1,182700.0,182700.0
INV247602,C03531,2024-09-11,Singapore,Regular,Electronics,1,196400.0,196400.0
INV687762,C03677,2024-05-21,Vietnam,Regular,Home & Living,1,314500.0,314500.0
INV604673,C01124,2023-09-01,Singapore,Budget,Beauty,5,96900.0,484600.0
INV296639,C03090,2023-09-09,Philippines,Budget,Electronics,1,22400.0,22400.0
INV403963,C00343,2023-06-23,Indonesia,Regular,Food & Beverage,3,396300.0,1189000.0
INV573483,C03008,2023-12-06,Malaysia,Regular,Home & Living,4,281800.0,1127000.0
INV446247,C00248,2023-10-21,Indonesia,Budget,Electronics,1,77400.0,77400.0
INV384470,C03964,2024-01-10,Indonesia,Budget,Electronics,1,41400.0,41400.0
INV897222,C01387,2024-08-02,Singapore,Premium,Fashion,2,538100.0,1076300.0
INV666295,C03129,2024-03-21,Indonesia,Regular,Home & Living,6,363800.0,2182700.0
INV598721,C01653,2023-09-17,Australia,Regular,Fashion,3,545300.0,1636000.0
INV820294,C02513,2023-08-22,Thailand,Budget,Home & Living,8,92800.0,742700.0
INV144542,C00806,2024-02-16,Malaysia,Premium,Fashion,1,518700.0,518700.0
INV172386,C03637,2023-09-24,Malaysia,Regular,Electronics,2,173300.0,346700.0
INV669854,C03719,2023-06-28,Indonesia,Budget,Fashion,1,86200.0,86200.0
INV215733,C01530,2023-09-13,Singapore,Budget,Fashion,3,41800.0,125400.0
INV194530,C03207,2024-05-12,Australia,Premium,Beauty,1,1472500.0,1472500.0
INV718659,C02940,2023-10-27,Philippines,Budget,Fashion,2,85400.0,170900.0
INV384885,C00855,2023-10-21,Indonesia,Regular,Electronics,1,184900.0,184900.0
INV688242,C02199,2023-11-27,Indonesia,Budget,Fashion,2,48200.0,96400.0
INV710863,C01734,2023-07-12,Malaysia,Premium,Home & Living,1,1570400.0,1570400.0
INV323542,C02599,2024-01-23,Singapore,Regular,Home & Living,1,98500.0,98500.0
INV385305,C00868,2023-06-27,Philippines,Premium,Electronics,1,351100.0,351100.0
INV142060,C01383,2024-05-19,Malaysia,Regular,Home & Living,1,177000.0,177000.0
INV425350,C02741,2023-01-12,Indonesia,Regular,Beauty,1,146600.0,146600.0
INV789921,C01449,2023-12-15,Australia,Budget,Electronics,2,58100.0,116100.0
INV858570,C01411,2023-11-26,Singapore,Budget,Home & Living,1,51700.0,51700.0
INV384300,C02780,2024-12-28,Australia,Regular,Beauty,1,286900.0,286900.0
INV220990,C03969,2024-04-25,Singapore,Regular,Home & Living,1,288500.0,288500.0
INV152060,C03324,2023-06-19,Malaysia,Premium,Toys,2,955100.0,1910100.0
INV192472,C03393,2023-04-29,Australia,Budget,Beauty,1,19700.0,19700.0
INV682564,C00523,2024-01-28,Philippines,Regular,Sports,1,371200.0,371200.0
INV662848,C01271,2023-02-13,Indonesia,Premium,Food & Beverage,1,2197200.0,2197200.0
INV290074,C01619,2023-10-15,Singapore,Budget,Electronics,1,56100.0,56100.0
INV748725,C01716,2023-05-06,Indonesia,Budget,Home & Living,3,103800.0,311400.0
INV769578,C03372,2024-04-30,Philippines,Budget,Home & Living,1,50600.0,50600.0
INV510781,C02112,2024-03-24,Indonesia,Regular,Books,1,183700.0,183700.0
INV605282,C01948,2024-12-11,Indonesia,Regular,Home & Living,1,260800.0,260800.0
INV307655,C00108,2023-11-24,Indonesia,Premium,Home & Living,4,515600.0,2062300.0
INV695454,C00198,2023-11-16,Malaysia,Budget,Electronics,5,25900.0,129700.0
INV705588,C00559,2023-08-16,Vietnam,Budget,Fashion,1,59300.0,59300.0
INV835320,C01180,2023-09-03,Singapore,Budget,Electronics,3,33500.0,100600.0
INV701520,C02035,2024-09-13,Indonesia,Budget,Home & Living,2,68000.0,136100.0
INV655147,C03360,2023-09-15,Indonesia,Budget,Electronics,3,76300.0,228800.0
INV222805,C03185,2023-11-04,Indonesia,Regular,Beauty,2,206400.0,412800.0
INV894250,C03923,2024-10-25,Indonesia,Budget,Fashion,1,53500.0,53500.0
INV637640,C01331,2023-11-14,Indonesia,Regular,Sports,1,232100.0,232100.0
INV966091,C03054,2023-08-02,Japan,Budget,Home & Living,1,100200.0,100200.0
INV220887,C00327,2024-01-30,Thailand,Budget,Fashion,1,23800.0,23800.0
INV654687,C03301,2023-03-10,Indonesia,Regular,Home & Living,1,286000.0,286000.0
INV860633,C03905,2023-08-26,Malaysia,Budget,Electronics,1,103000.0,103000.0
INV520847,C01347,2023-10-04,Singapore,Regular,Sports,1,209700.0,209700.0
INV118861,C02490,2024-12-20,Thailand,Budget,Beauty,2,70800.0,141500.0
INV212273,C00961,2024-03-08,Malaysia,Premium,Home & Living,1,364700.0,364700.0
INV325171,C00952,2024-09-08,Indonesia,Budget,Home & Living,1,51300.0,51300.0
INV932045,C01332,2024-07-06,Indonesia,Regular,Sports,1,100400.0,100400.0
INV614232,C01370,2023-09-29,Indonesia,Regular,Fashion,2,235500.0,470900.0
INV130739,C01139,2023-02-07,Indonesia,Budget,Beauty,1,72300.0,72300.0
INV357268,C03954,2024-02-10,Singapore,Budget,Electronics,1,56500.0,56500.0
INV990868,C02644,2024-05-25,Indonesia,Regular,Electronics,1,556400.0,556400.0
INV817985,C00839,2023-01-05,Vietnam,Regular,Home & Living,1,178700.0,178700.0
INV276227,C00400,2024-03-25,Indonesia,Premium,Home & Living,4,377300.0,1509200.0
INV138397,C01079,2023-07-10,Indonesia,Budget,Home & Living,3,60900.0,182600.0
INV512407,C02170,2023-05-21,Indonesia,Budget,Food & Beverage,5,51900.0,259500.0
INV519068,C02787,2023-03-08,Indonesia,Regular,Toys,2,255200.0,510300.0
INV421615,C01235,2023-09-12,Vietnam,Regular,Fashion,2,215800.0,431700.0
INV460371,C03086,2023-02-17,Singapore,Regular,Food & Beverage,2,190800.0,381600.0
INV508678,C01189,2023-10-16,Thailand,Regular,Electronics,3,419900.0,1259600.0
INV442605,C00180,2023-09-17,Philippines,Budget,Home & Living,1,26200.0,26200.0
INV121267,C03717,2024-09-21,Thailand,Premium,Home & Living,1,1139800.0,1139800.0
INV599165,C01801,2023-04-25,Indonesia,Premium,Fashion,1,1057800.0,1057800.0
INV960403,C00368,2023-03-29,Vietnam,Budget,Electronics,1,60300.0,60300.0
INV164203,C01817,2023-11-13,Philippines,Premium,Fashion,1,457700.0,457700.0
INV108243,C01950,2024-12-16,Australia,Premium,Fashion,2,627100.0,1254200.0
INV479762,C00423,2023-07-07,Singapore,Budget,Beauty,1,25700.0,25700.0
INV407124,C02343,2023-01-26,Philippines,Regular,Fashion,1,298600.0,298600.0
INV797553,C01412,2024-08-29,Singapore,Regular,Electronics,1,131100.0,131100.0
INV441379,C03874,2023-09-01,Singapore,Regular,Food & Beverage,3,181500.0,544600.0
INV402535,C01493,2023-04-28,Australia,Budget,Fashion,1,128700.0,128700.0
INV258655,C01396,2023-04-06,Indonesia,Regular,Books,1,381700.0,381700.0
INV609085,C03687,2024-04-28,Indonesia,Regular,Beauty,8,234400.0,1875300.0
INV179378,C00923,2023-01-25,Indonesia,Premium,Home & Living,1,2519700.0,2519700.0
INV351377,C01288,2024-01-05,Singapore,Premium,Fashion,4,854200.0,3416900.0
INV618935,C00579,2023-09-24,Malaysia,Budget,Sports,1,125900.0,125900.0
INV794032,C00197,2023-05-19,Indonesia,Budget,Home & Living,8,52900.0,423500.0
INV276604,C03217,2024-08-23,Malaysia,Budget,Electronics,1,67800.0,67800.0
INV963559,C03550,2023-06-07,Indonesia,Budget,Sports,3,39400.0,118200.0
INV229791,C01299,2023-12-11,Thailand,Budget,Fashion,7,21900.0,153000.0
INV787770,C00584,2023-03-24,Singapore,Regular,Electronics,2,117300.0,234600.0
INV614136,C03249,2024-07-20,Indonesia,Premium,Sports,1,1162300.0,1162300.0
INV934370,C01530,2023-12-01,Singapore,Budget,Beauty,2,40200.0,80400.0
INV158040,C01408,2023-02-16,Malaysia,Premium,Electronics,1,1132800.0,1132800.0
INV364268,C03911,2024-05-22,Malaysia,Regular,Beauty,1,400500.0,400500.0
INV890369,C03750,2023-08-17,Indonesia,Premium,Home & Living,1,1289700.0,1289700.0
INV505447,C01738,2023-05-27,Vietnam,Premium,Electronics,1,1571700.0,1571700.0
INV760815,C03619,2024-01-08,Indonesia,Budget,Home & Living,3,60700.0,182100.0
INV334551,C02196,2023-03-27,Indonesia,Budget,Sports,1,69500.0,69500.0
INV143489,C00417,2024-01-29,Japan,Budget,Beauty,1,53000.0,53000.0
INV991767,C02384,2024-10-08,Indonesia,Budget,Home & Living,4,65000.0,260000.0
INV434978,C01468,2023-08-07,Philippines,Regular,Electronics,2,116400.0,232900.0
INV596912,C00926,2024-01-22,Singapore,Regular,Electronics,1,123600.0,123600.0
INV721622,C02746,2023-05-22,Thailand,Regular,Sports,1,378300.0,378300.0
INV386721,C02644,2023-10-13,Indonesia,Regular,Beauty,7,483400.0,3383900.0
INV399605,C00092,2023-05-30,Australia,Regular,Beauty,2,397700.0,795400.0
INV280602,C00492,2024-05-07,Singapore,Regular,Beauty,1,153900.0,153900.0
INV264875,C03951,2023-05-22,Malaysia,Regular,Electronics,2,405100.0,810300.0
INV602121,C00287,2023-10-21,Indonesia,Budget,Fashion,1,92800.0,92800.0
INV625894,C02359,2023-06-02,Thailand,Regular,Fashion,1,181300.0,181300.0
INV772842,C03295,2023-09-11,Thailand,Regular,Fashion,1,183800.0,183800.0
INV329940,C02554,2023-09-08,Indonesia,Regular,Fashion,1,246800.0,246800.0
INV882894,C01600,2023-11-09,Malaysia,Regular,Beauty,1,119500.0,119500.0
INV266299,C01401,2023-08-30,Indonesia,Regular,Electronics,1,79500.0,79500.0
INV497171,C02247,2024-10-09,Indonesia,Regular,Electronics,1,169000.0,169000.0
INV910799,C00945,2023-02-15,Philippines,Regular,Books,2,266100.0,532100.0
INV804916,C01900,2024-12-03,Indonesia,Premium,Sports,1,950900.0,950900.0
INV288978,C01166,2023-08-11,Malaysia,Regular,Food & Beverage,1,258000.0,258000.0
INV257233,C03102,2023-05-20,Japan,Premium,Electronics,2,389900.0,779700.0
INV493709,C03432,2023-12-05,Australia,Budget,Home & Living,1,52500.0,52500.0
INV623135,C03795,2023-04-13,Indonesia,Regular,Fashion,6,255200.0,1531300.0
INV471082,C00120,2024-10-28,Indonesia,Regular,Fashion,1,330100.0,330100.0
INV814901,C02843,2023-11-09,Indonesia,Budget,Electronics,1,94700.0,94700.0
INV959703,C00485,2023-02-06,Indonesia,Budget,Beauty,1,81800.0,81800.0
INV329602,C03736,2024-04-12,Malaysia,Regular,Home & Living,1,158800.0,158800.0
INV753432,C02830,2023-01-26,Singapore,Regular,Food & Beverage,3,178000.0,534000.0
INV940729,C00954,2024-06-03,Indonesia,Regular,Sports,1,145100.0,145100.0
INV866341,C00467,2023-03-27,Japan,Budget,Electronics,1,17200.0,17200.0
INV888057,C02551,2024-06-11,Malaysia,Premium,Fashion,1,484400.0,484400.0
INV702203,C01838,2024-01-16,Thailand,Budget,Sports,1,41200.0,41200.0
INV250320,C01915,2024-12-27,Thailand,Regular,Fashion,3,397600.0,1192700.0
INV867104,C02638,2023-10-23,Indonesia,Premium,Home & Living,1,1085500.0,1085500.0
INV249177,C03455,2024-11-06,Indonesia,Regular,Electronics,2,268400.0,536900.0
INV728683,C03223,2023-03-29,Australia,Budget,Beauty,2,60100.0,120200.0
INV337418,C03413,2024-03-23,Malaysia,Regular,Home & Living,3,311200.0,933500.0
INV949931,C03214,2023-12-31,Vietnam,Regular,Food & Beverage,8,294200.0,2353900.0
INV616191,C03108,2024-09-08,Indonesia,Regular,Home & Living,1,462000.0,462000.0
INV268765,C02328,2024-01-15,Indonesia,Regular,Electronics,1,134900.0,134900.0
INV637659,C01070,2023-05-21,Malaysia,Regular,Toys,1,88600.0,88600.0
INV632971,C00228,2024-12-13,Indonesia,Regular,Fashion,4,278200.0,1112800.0
INV256189,C03179,2023-08-22,Singapore,Regular,Electronics,1,110500.0,110500.0
INV897741,C03558,2023-02-01,Indonesia,Premium,Home & Living,1,684300.0,684300.0
INV331078,C00757,2024-09-26,Indonesia,Regular,Home & Living,1,450200.0,450200.0
INV613882,C01026,2024-08-25,Singapore,Regular,Books,1,252900.0,252900.0
INV747829,C00562,2023-09-26,Vietnam,Regular,Food & Beverage,1,72300.0,72300.0
INV137838,C03493,2024-07-14,Thailand,Regular,Sports,5,156600.0,783000.0
INV961202,C00012,2023-01-28,Indonesia,Regular,Electronics,1,262000.0,262000.0
INV284763,C00511,2024-09-12,Vietnam,Regular,Home & Living,1,306400.0,306400.0
INV341702,C02770,2024-09-17,Malaysia,Regular,Sports,2,93300.0,186600.0
INV564209,C01027,2024-02-22,Indonesia,Regular,Food & Beverage,3,426700.0,1280200.0
INV659523,C03464,2024-03-25,Japan,Premium,Home & Living,2,684500.0,1369000.0
INV970737,C03675,2024-01-12,Indonesia,Regular,Food & Beverage,7,151400.0,1060100.0
INV388976,C02164,2023-03-26,Indonesia,Regular,Food & Beverage,1,181400.0,181400.0
INV460317,C00109,2023-12-24,Singapore,Premium,Electronics,5,235700.0,1178400.0
INV722942,C00927,2024-01-12,Australia,Budget,Beauty,5,92100.0,460400.0
INV868787,C03816,2023-05-20,Singapore,Budget,Fashion,6,39500.0,236900.0
INV247734,C03887,2023-11-10,Thailand,Regular,Fashion,1,192700.0,192700.0
INV777362,C02421,2024-09-06,Malaysia,Premium,Electronics,1,474600.0,474600.0
INV333303,C02542,2024-04-19,Vietnam,Premium,Food & Beverage,1,777500.0,777500.0
INV253959,C00071,2024-05-15,Vietnam,Regular,Food & Beverage,1,222300.0,222300.0
INV689461,C01970,2024-03-14,Singapore,Regular,Electronics,2,377000.0,753900.0
INV271524,C03352,2023-07-12,Indonesia,Regular,Books,1,318500.0,318500.0
INV314117,C00383,2023-08-25,Philippines,Regular,Electronics,1,213700.0,213700.0
INV658878,C00707,2023-09-17,Indonesia,Budget,Home & Living,2,67900.0,135700.0
INV312658,C03527,2023-08-07,Philippines,Regular,Home & Living,1,186600.0,186600.0
INV806128,C01355,2024-05-11,Indonesia,Regular,Electronics,1,95100.0,95100.0
INV489981,C03364,2023-12-28,Vietnam,Premium,Food & Beverage,4,1266500.0,5066100.0
INV569124,C03865,2024-12-07,Vietnam,Premium,Beauty,1,1389300.0,1389300.0
INV616510,C01418,2023-08-13,Indonesia,Budget,Fashion,1,91000.0,91000.0
INV343124,C02607,2023-04-05,Philippines,Budget,Sports,1,44200.0,44200.0
INV305413,C03239,2024-08-31,Singapore,Regular,Sports,1,299500.0,299500.0
INV212311,C01302,2023-03-20,Japan,Regular,Electronics,1,85800.0,85800.0
INV445924,C00875,2024-02-03,Vietnam,Budget,Sports,1,34900.0,34900.0
INV219389,C00685,2023-08-09,Japan,Regular,Sports,1,515000.0,515000.0
INV540519,C03875,2023-05-29,Malaysia,Premium,Beauty,2,251200.0,502400.0
INV463170,C02652,2023-09-16,Malaysia,Regular,Fashion,1,335500.0,335500.0
INV828435,C02090,2024-01-26,Indonesia,Regular,Home & Living,1,83100.0,83100.0
INV496559,C00151,2024-09-22,Indonesia,Regular,Home & Living,4,242000.0,968100.0
INV469092,C03201,2024-03-31,Singapore,Premium,Electronics,1,1652400.0,1652400.0
INV136618,C00910,2024-03-29,Australia,Premium,Electronics,2,694600.0,1389200.0
INV600890,C03667,2023-12-29,Indonesia,Regular,Beauty,1,146100.0,146100.0
INV960974,C03584,2023-04-20,Indonesia,Regular,Home & Living,1,191600.0,191600.0
INV198154,C01133,2024-05-05,Singapore,Premium,Beauty,7,1170900.0,8196100.0
INV752296,C03188,2024-01-06,Indonesia,Regular,Electronics,1,34100.0,34100.0
INV191071,C03137,2024-10-23,Indonesia,Premium,Home & Living,4,1649300.0,6597000.0
INV666133,C02571,2024-10-29,Malaysia,Regular,Books,2,229000.0,458000.0
INV341165,C03788,2023-08-17,Australia,Premium,Electronics,1,2198200.0,2198200.0
INV343588,C03650,2023-08-20,Australia,Budget,Beauty,3,99100.0,297200.0
INV514675,C00728,2024-01-10,Indonesia,Regular,Home & Living,1,51600.0,51600.0
INV909956,C02014,2023-06-20,Australia,Regular,Books,1,446800.0,446800.0
INV785139,C02531,2024-10-09,Indonesia,Regular,Home & Living,1,587700.0,587700.0
INV453124,C00515,2024-01-16,Malaysia,Regular,Sports,1,359900.0,359900.0
INV228339,C00012,2023-01-18,Indonesia,Regular,Fashion,7,300900.0,2106000.0
INV451512,C00203,2023-07-30,Malaysia,Premium,Beauty,1,1291400.0,1291400.0
INV218744,C03449,2023-11-09,Singapore,Budget,Beauty,1,85200.0,85200.0
INV841340,C00861,2023-02-26,Indonesia,Regular,Sports,1,149200.0,149200.0
INV187203,C03060,2023-09-24,Philippines,Budget,Fashion,1,43100.0,43100.0
INV344333,C02488,2023-03-21,Malaysia,Regular,Beauty,1,377500.0,377500.0
INV301915,C02064,2024-03-27,Indonesia,Regular,Fashion,1,211200.0,211200.0
INV245616,C02302,2024-11-08,Australia,Premium,Electronics,3,1299800.0,3899300.0
INV794003,C02665,2023-01-25,Malaysia,Regular,Sports,4,217300.0,869000.0
INV786924,C03505,2024-10-12,Australia,Premium,Home & Living,1,1912000.0,1912000.0
INV187054,C00496,2023-01-17,Indonesia,Budget,Electronics,1,60600.0,60600.0
INV339613,C01769,2024-04-11,Singapore,Premium,Books,1,1154900.0,1154900.0
INV283446,C00807,2024-07-07,Indonesia,Budget,Food & Beverage,1,41300.0,41300.0
INV550989,C01661,2024-10-07,Thailand,Budget,Sports,1,87200.0,87200.0
INV938109,C02007,2023-02-10,Indonesia,Regular,Food & Beverage,1,360600.0,360600.0
INV665125,C02248,2024-02-11,Philippines,Regular,Food & Beverage,1,147900.0,147900.0
INV829512,C03032,2023-10-12,Indonesia,Budget,Beauty,1,35300.0,35300.0
INV533940,C00237,2024-10-20,Indonesia,Premium,Books,1,761700.0,761700.0
INV886484,C03996,2023-01-01,Singapore,Budget,Sports,3,70100.0,210300.0
INV117294,C01107,2024-05-07,Indonesia,Regular,Fashion,1,107300.0,107300.0
INV945861,C01329,2024-02-28,Australia,Budget,Sports,3,54500.0,163400.0
INV527344,C01379,2023-10-04,Vietnam,Budget,Beauty,5,35300.0,176700.0
INV723840,C00033,2023-08-22,Indonesia,Regular,Toys,1,280200.0,280200.0
INV996521,C02622,2024-06-05,Indonesia,Budget,Electronics,2,32600.0,65200.0
INV427936,C01149,2024-04-08,Malaysia,Regular,Fashion,1,202400.0,202400.0
INV687946,C01031,2024-03-15,Indonesia,Regular,Beauty,1,276600.0,276600.0
INV704154,C03278,2023-04-11,Australia,Premium,Home & Living,2,859800.0,1719500.0
INV755345,C00275,2023-06-23,Indonesia,Premium,Electronics,3,1257200.0,3771700.0
INV898202,C02855,2024-08-05,Australia,Regular,Beauty,1,288600.0,288600.0
INV702043,C02584,2023-12-06,Indonesia,Regular,Fashion,3,30500.0,91500.0
INV190609,C02242,2023-03-24,Singapore,Regular,Sports,1,322400.0,322400.0
INV234960,C03211,2023-01-19,Vietnam,Regular,Home & Living,4,263200.0,1052900.0
INV420018,C02734,2024-06-22,Indonesia,Budget,Fashion,1,47800.0,47800.0
INV651573,C03382,2023-08-01,Singapore,Budget,Beauty,1,93700.0,93700.0
INV435367,C03291,2023-07-14,Malaysia,Regular,Electronics,1,144000.0,144000.0
INV955144,C02519,2023-01-15,Singapore,Regular,Books,2,486900.0,973900.0
INV356713,C00784,2024-08-05,Australia,Regular,Sports,1,153900.0,153900.0
INV487031,C01352,2023-08-15,Indonesia,Budget,Home & Living,1,82900.0,82900.0
INV234742,C01402,2023-07-14,Indonesia,Regular,Home & Living,2,312500.0,625000.0
INV853924,C03162,2024-09-24,Indonesia,Regular,Electronics,1,123300.0,123300.0
INV736070,C00598,2024-02-02,Thailand,Regular,Food & Beverage,5,186100.0,930500.0
INV989354,C01963,2023-10-24,Indonesia,Premium,Books,1,896600.0,896600.0
INV880464,C02429,2024-05-27,Indonesia,Regular,Fashion,4,223200.0,892900.0
INV300401,C01474,2024-02-10,Malaysia,Premium,Sports,1,840700.0,840700.0
INV792486,C02781,2024-12-04,Thailand,Regular,Electronics,1,266700.0,266700.0
INV157862,C01413,2023-05-09,Singapore,Regular,Fashion,1,271200.0,271200.0
INV185729,C00983,2024-12-14,Thailand,Premium,Electronics,1,1622000.0,1622000.0
INV860987,C03946,2023-09-06,Indonesia,Regular,Beauty,1,186300.0,186300.0
INV988681,C00400,2023-01-14,Indonesia,Premium,Electronics,1,488400.0,488400.0
INV977541,C01133,2024-02-10,Singapore,Premium,Fashion,1,425500.0,425500.0
INV311352,C02524,2023-04-11,Indonesia,Budget,Beauty,1,53200.0,53200.0
INV348670,C03882,2023-06-25,Malaysia,Premium,Fashion,8,1885400.0,15083500.0
INV824681,C00337,2024-09-06,Thailand,Regular,Beauty,1,223700.0,223700.0
INV978591,C01855,2024-02-06,Indonesia,Premium,Beauty,1,431100.0,431100.0
INV174218,C03011,2024-09-15,Singapore,Regular,Electronics,1,168900.0,168900.0
INV793491,C02952,2023-04-11,Japan,Premium,Beauty,9,1269200.0,11423200.0
INV424121,C02192,2024-01-25,Indonesia,Budget,Home & Living,1,55200.0,55200.0
INV901636,C03533,2024-11-29,Singapore,Regular,Electronics,2,112000.0,224100.0
INV177492,C03715,2023-04-24,Malaysia,Regular,Fashion,1,199400.0,199400.0
INV197665,C02106,2023-12-14,Singapore,Regular,Beauty,1,197900.0,197900.0
INV407682,C02998,2024-01-30,Philippines,Budget,Fashion,1,25400.0,25400.0
INV912877,C02407,2024-12-19,Indonesia,Regular,Food & Beverage,2,250600.0,501200.0
